id,tipo,sku-pai,sku,ativo,usado,ncm,gtin,nome,descricao-completa,url-video-youtube,estoque-gerenciado,estoque-quantidade,estoque-situacao-em-estoque,estoque-situacao-sem-estoque,preco-sob-consulta,preco-custo,preco-cheio,preco-promocional,marca,peso-em-kg,altura-em-cm,largura-em-cm,comprimento-em-cm,categoria-nome-nivel-1,categoria-nome-nivel-2,categoria-nome-nivel-3,categoria-nome-nivel-4,categoria-nome-nivel-5,imagem-1,imagem-2,imagem-3,imagem-4,imagem-5,grade-genero,grade-tamanho-de-anelalianca,grade-tamanho-de-calca,grade-tamanho-de-camisacamiseta,grade-tamanho-de-capacete,grade-tamanho-de-tenis,grade-voltagem,grade-tamanho-juvenil-infantil,grade-produto-com-uma-cor,grade-produto-com-duas-cores,grade-tamanho-infantil,"",url-antiga
,variacao,XP114711973,XP114711973-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114711973,XP114711973-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114711973,XP114711973-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114711973,XP114711973-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114711973,XP114711973-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114711814,S,N,,,Real Madrid (Versão Jogador) - (2021/22),Real Madrid (Versão Jogador) - (2021/22),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d9f790ae1-b017987a109a155b1b16479048423520-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/c2e0acbc1-5326921329cb84223c16479048419584-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/1687fb3d1-149c429db617b3eaed16479048424588-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/ae589a5b1-6df7f34019012d56fd16479048424105-640-0.jpg,,,,,,,,,,,,,,
,variacao,XP114711814,XP114711814-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114711814,XP114711814-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114711814,XP114711814-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114711814,XP114711814-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114711814,XP114711814-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114711112,S,N,,,Corinthians (Versão Jogador) - (2021/22),Corinthians (Versão Jogador) - (2021/22),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/2a3a238d1-f52d9c5e91d16af94e16479041886957-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9ca958811-2b0f0a1c59d941785216479041886578-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/8a2b659c1-84541dfbbfddb32df916479041888280-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a99cdd431-73fc7e1b6342bbf52c16479041887834-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/f67f33a51-d46e07f57f06f8d70316479041888483-640-0.jpg,,,,,,,,,,,,,
,variacao,XP114711112,XP114711112-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114711112,XP114711112-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114711112,XP114711112-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114711112,XP114711112-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114711112,XP114711112-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114710987,S,N,,,Flamengo (Versão Jogador) - (2022/23),Flamengo (Versão Jogador) - (2022/23),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/c57523d21-384ad2e45348ee7be216479040615412-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/42669f421-6eaae80aa1516f1a4816479040615016-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5cd7ea2b1-6dd38dbf2ba434c55516479040614866-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/4af5460f1-1dee6a7d35f0e10c2816479040617672-640-0.jpg,,,,,,,,,,,,,,
,variacao,XP114710987,XP114710987-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114710987,XP114710987-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114710987,XP114710987-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114710987,XP114710987-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114710987,XP114710987-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114710797,S,N,,,Boca Juniors (Versão Jogador) - (2021/22),Boca Juniors (Versão Jogador) - (2021/22),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/aef19c8a1-ffda54443aef23cddf16479039476891-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/ed88fb2c1-8a73110836fa116fd316479039477776-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9790b15b1-7b17de51fd3960c9ad16479039477130-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/0c278b081-1ce1c7ebc0d639a6f016479039476962-640-0.jpg,,,,,,,,,,,,,,
,variacao,XP114710797,XP114710797-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114710797,XP114710797-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114710797,XP114710797-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114710797,XP114710797-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114710797,XP114710797-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114710613,S,N,,,Liverpool (Versão Jogador) - (2021/22),Liverpool (Versão Jogador) - (2021/22),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/db8c23f41-5bf80e0046be127d9916479038099178-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a6e0f34c1-390841e8f85b63ba5216479038099958-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/fea9f37f1-bad1667c4a45f34be216479038101383-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/13a1f3181-67b56d0ece409e9a0f16479038101459-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9dc00f2d1-017fead4f76b36665516479038101323-640-0.jpg,,,,,,,,,,,,,
,variacao,XP114710613,XP114710613-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114710613,XP114710613-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114710613,XP114710613-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114710613,XP114710613-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114710613,XP114710613-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114710409,S,N,,,Barcelona (Versão Jogador) - (2021/22),Barcelona (Versão Jogador) - (2021/22),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/f02f5cf81-6a538468252b419b9216479036637243-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5dfdf00d1-c6460d41ec9e16162516479036637117-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a85c879c1-fe0becb7884138367f16479036637188-640-0.jpg,,,,,,,,,,,,,,,
,variacao,XP114710409,XP114710409-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114710409,XP114710409-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114710409,XP114710409-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114710409,XP114710409-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114710409,XP114710409-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114710242,S,N,,,PSG (Versão Jogador) - (2021/22),PSG (Versão Jogador) - (2021/22),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/f5a3e2681-a7e5cba1f47f683a8216479034745631-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/139c46cd1-74d7b4bdeffb8096c516479034744049-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/10d1d1421-c6db4b7b358357beb816479034744125-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/f476ef231-663352a4395a3081a516479034744163-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/72ac013b1-1db6ed22b05a02853916479034745381-640-0.jpg,,,,,,,,,,,,,
,variacao,XP114710242,XP114710242-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114710242,XP114710242-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114710242,XP114710242-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114710242,XP114710242-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114710242,XP114710242-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP114709947,S,N,,,Brasil (Versão Jogador) - (2020/21),Brasil (Versão Jogador) - (2020/21),,,,,,N,,,,,,,,,Versão Jogador,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/486756f11-78a70e309a4858d64016479032416482-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/446927121-ff7bee46a3bf7aedd516479032418984-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/811c29401-a88f8541f95f8f353716479032420875-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/1832c52a1-0c3ff13b0cd1120ca116479032422290-640-0.jpg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/f95fb9221-5184a0ed769d772a0b16479032422487-640-0.jpg,,,,,,,,,,,,,
,variacao,XP114709947,XP114709947-P,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP114709947,XP114709947-M,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP114709947,XP114709947-G,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP114709947,XP114709947-GG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,GG,,,,,,,,,
,variacao,XP114709947,XP114709947-XG,S,N,,,,,,S,0,imediata,30 dias,N,,159.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP113430417,S,N,,,Palmeiras Feminino - Away (2022/23),Palmeiras Feminino - Away (2022/23),,,,,,N,,,,,,,,,Camisas Feminina,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e29fde69-f1a0-433e-ae20-1e7e3783e6ef1-67f80ff8bd3825a2d416467002737392-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/168ef06d-a24c-457e-870c-d100ce0d8d581-df21ed75a1f9cb347f16467002736080-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/0103b667-9ac1-468e-bd30-735461892dcf1-d38f689fa446330d7116467002732499-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/81e31061-08ce-432b-82e2-69878c52221b1-d4bf419910cb8634ee16467002733839-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d1062528-1bcb-4d1d-aa6c-e7c10ed6a51c1-e3ac41990013fe591316467002733129-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP113430417,XP113430417-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP113430417,XP113430417-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP113430417,XP113430417-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP113430417,XP113430417-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP113430320,S,N,,,Palmeiras Feminino - Home (2022/23),Palmeiras Feminino - Home (2022/23),,,,,,N,,,,,,,,,Camisas Feminina,,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/50628491-4b6a-4a36-8ca2-dd79aaa486ce1-56fda502989c6fe22716467001820355-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e6e6abe4-7942-46da-847c-893676ae7f9f1-15ab390a0c6758f83916467001819107-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/aad521cc-689f-4647-a7b3-c2d8e202fa151-220b5b2f516a8d73bb16467001818689-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/acf5771b-4b77-47a2-aa39-92f8194edfdd1-6e0b1d17b27fa2c90e16467001819951-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d92e3c27-96e2-41cd-8460-385595480f201-23518e0ef3194644bc16467001817624-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP113430320,XP113430320-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP113430320,XP113430320-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP113430320,XP113430320-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP113430320,XP113430320-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,com-variacao,,XP113430032,S,N,,,Olimpia - Home (2022/23),Olimpia - Home (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Outras ligas,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/81ec1d7c-8241-439a-98f8-356341f8dc931-4e6fbede6a9822217816466998960461-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/03f9aa39-92e5-4a6a-bd18-b47161bf22b61-f2eae9fe618afdaa5916466998956656-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/f894a0d8-6a44-4d0d-ba6f-40282eafd0d81-5f0cd35a069f93fafa16466998955413-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5736019d-e813-45bc-b9fb-487e2d197d501-b037421289400ab6a816466998956842-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5892a284-ee64-43e0-900c-b046151b9b011-3319f25b2f6923562116466998957677-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP113430032,XP113430032-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP113430032,XP113430032-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP113430032,XP113430032-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP113430032,XP113430032-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP113430032,XP113430032-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP113429887,S,N,,,Atlético Nacional - Away (2022/23),Atlético Nacional - Away (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Outras ligas,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a4eee297-08a5-404f-bf12-728f3a3d648e1-2391c4c1507ff2d86e16466997744441-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d284efea-1a58-4e19-89d6-b0373e369fb61-efce02eaf440751f1616466997738266-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/1fa978f8-f877-446e-8c4f-3295d36a97111-d40fb6e79ec12b5e1b16466997742138-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/6ee86a43-17a7-4862-a471-16c28e2fbae91-81554d79e067fb3ba916466997745413-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/fd2f9022-6946-4236-8165-857fc3d528d71-c351dc4c5d37c4c89416466997738580-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP113429887,XP113429887-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.99,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP113429887,XP113429887-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.99,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP113429887,XP113429887-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.99,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP113429887,XP113429887-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.99,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP113429887,XP113429887-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.99,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP113429711,S,N,,,Atletico Nacional - Home (2022/23),Atletico Nacional - Home (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Outras ligas,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/6ac48eb7-ccaa-43da-b08a-9cb17bbcd3911-2b4f356f3d0e83b47116466996306125-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/9ecffa07-5197-48c7-a572-f6c728241a561-b5e6b8bda7014a160416466996305320-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/bb888ce9-86bd-44d8-b7d4-fbeadcaf19e21-2314e1eac9a3f2643b16466996304417-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/5ead440a-ee9c-4e45-a31a-8cedb84c09031-1f8d7a09c68d1fb26316466996305658-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e0abf3b9-3114-4295-9e48-cb027952ac2e1-e436ed8f4c2fd68add16466996302659-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP113429711,XP113429711-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP113429711,XP113429711-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP113429711,XP113429711-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP113429711,XP113429711-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP113429711,XP113429711-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP113429277,S,N,,,Iraque - Third Kit (2022/23),Iraque - Third Kit (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Seleções,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/05861b5c-62d5-4fec-a138-5ffc3224fcda1-d76c28a56d2b43dc6f16466993428682-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e57263dc-fc4b-4d6b-96b7-3e8a6163073b1-7443762a6ab716d17416466993433139-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/1d4eb9eb-2e3b-431a-bbac-f8dcd5e3ab8b1-d8d63d8f049219c76416466993435596-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/e6096a60-9681-4e57-b910-4fab151bcdb31-82869ac89a1f78740316466993436436-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/a42b79d2-32e2-485e-a948-05aea81888be1-721b0dca9cb1a6fd2216466993433558-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP113429277,XP113429277-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP113429277,XP113429277-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP113429277,XP113429277-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP113429277,XP113429277-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP113429277,XP113429277-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
,com-variacao,,XP113428909,S,N,,,Orlando City - Home (2022/23),Orlando City - Home (2022/23) Masculina Versão Torcedor,,,,,,N,,,,,,,,,Camisas Masculina,Outras ligas,,,,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/b6a38b781-dd254b81adc7cb0c9a16584522870920-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/893d3f681-5aea1cf6b94540974e16584522871890-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/d2caf9791-cdc87fb548ccf5251816584522871480-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/1861dfc01-1f76caaa4b8d6ca48b16584522871972-640-0.jpeg,https://d3ugyf2ht6aenh.cloudfront.net/stores/001/482/519/products/56b744121-2bbaec4bbd1d4265d316584522873728-640-0.jpeg,,,,,,,,,,,,,
,variacao,XP113428909,XP113428909-P,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
,variacao,XP113428909,XP113428909-M,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,
,variacao,XP113428909,XP113428909-G,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,
,variacao,XP113428909,XP113428909-XG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,
,variacao,XP113428909,XP113428909-XGG,S,N,,,,,,S,0,imediata,30 dias,N,,139.9,,,,,,,,,,,,,,,,,,,,XGG,,,,,,,,,
